PUBLISHER_NAME,BRAND_NAME,BRAND_IMPRESSIONS,AVG_CPA,AVG_CPO,CONV_COUNT,TOTAL_AD_SPEND,RPM
Laura Geller,Jolie,32,,,0,0.00,
Laura Geller,Elegant Baby,32,,,0,0.00,
Laura Geller,Fresh Peaches,30,10,5,1,10.00,333.33333000
Laura Geller,Doré,30,40,10,1,10.00,333.33333000
Laura Geller,Felix Gray,29,,,0,0.00,
Laura Geller,IVL Collective,29,,,0,0.00,
Laura Geller,Hello Cake,28,,,0,0.00,
Laura Geller,Golde,28,,,0,0.00,
Laura Geller,The CrunchCup,27,9,5,1,9.00,333.33333000
Laura Geller,Yana Sleep,27,,,0,0.00,
Laura Geller,Elevated Faith,26,,,0,0.00,
Laura Geller,Oars + Alps,24,,,0,0.00,
Laura Geller,Nala Care,24,,,0,0.00,
Laura Geller,Once Upon a Farm,24,,,0,0.00,
Laura Geller,Captain Blankenship,24,,,0,0.00,
Laura Geller,Distil Union,23,,,0,0.00,
Laura Geller,Food Huggers,22,,,0,0.00,
Laura Geller,Consciously Baby,22,,,0,0.00,
Laura Geller,MAXPRO Fitness,22,,,0,0.00,
Laura Geller,Year & Day,21,129,60,1,129.00,6142.85714000
Laura Geller,Thousand Fell,21,,,0,0.00,
Laura Geller,Calin,20,,,0,0.00,
Laura Geller,Joanna Vargas Skincare,19,,,0,0.00,
Laura Geller,Lunya,19,149,75,58,2850.00,150000.00000000
Laura Geller,Storq,19,30,20,1,30.00,1578.94737000
Laura Geller,EVER Skincare,19,25,0,1,0.00,0.00000000
Laura Geller,Verdant Lyfe,18,,,0,0.00,
Laura Geller,Body High Body Care,18,,,0,0.00,
Laura Geller,Coterie,18,,,0,0.00,
Laura Geller,California Arts,18,,,0,0.00,
Laura Geller,Wren + Glory,18,50,15,2,30.00,1666.66667000
Laura Geller,Tower 28 Beauty,17,,,0,0.00,
Laura Geller,EGG New York,17,,,0,0.00,
Laura Geller,Raw Botanics,16,40,5,1,5.00,312.50000000
Laura Geller,Clean Age,16,,,0,0.00,
Laura Geller,Outer Aisle,14,,,0,0.00,
Laura Geller,NEIWAI,14,,,0,0.00,
Laura Geller,Girlfriend Collective,14,,,0,0.00,
Laura Geller,cbdMD,14,,,0,0.00,
Laura Geller,Inamorata,14,,,0,0.00,
Laura Geller,FullWell,13,,,0,0.00,
Laura Geller,Kosas Cosmetics,13,,,0,0.00,
Laura Geller,Ritual Zero Proof,13,,,0,0.00,
Laura Geller,LuminAID,12,40,10,1,10.00,833.33333000
Laura Geller,Out of the Woods,12,,,0,0.00,
Laura Geller,Why and Whale,12,,,0,0.00,
Laura Geller,Dryft Sleep,11,,,0,0.00,
Laura Geller,FRANC,11,,,0,0.00,
Laura Geller,Winky Lux,11,,,0,0.00,
Laura Geller,Zonarch,11,,,0,0.00,
Laura Geller,Dr Sari's Lunar Sync,11,,,0,0.00,
Laura Geller,Luca Faloni,11,,,0,0.00,
Laura Geller,Serenity Kids,10,,,0,0.00,
Laura Geller,LightWater Skin,10,,,0,0.00,
Laura Geller,epi.logic,10,,,0,0.00,
Laura Geller,120/Life,10,,,0,0.00,
Laura Geller,Natalist Co.,10,,,0,0.00,
Laura Geller,Safari Ltd,9,,,0,0.00,
Laura Geller,Ponto Footwear,9,,,0,0.00,
Laura Geller,Konny,9,,,0,0.00,
Laura Geller,ELVY Lab,9,,,0,0.00,
Laura Geller,LINHART NYC,8,8,4,2,7.00,875.00000000
Laura Geller,Modern Fuel,8,,,0,0.00,
Laura Geller,BelliWelli,8,,,0,0.00,
Laura Geller,Petaluma,7,,,0,0.00,
Laura Geller,Myles,7,,,0,0.00,
Laura Geller,Spice Tribe,7,,,0,0.00,
Laura Geller,Ry & Pen,7,,,0,0.00,
Laura Geller,Maverick & Co.,7,,,0,0.00,
Laura Geller,Siete Foods,7,,,0,0.00,
Laura Geller,Gooselings,7,,,0,0.00,
Laura Geller,esmi Skin Minerals,6,,,0,0.00,
Laura Geller,Haus of Brilliance,6,,,0,0.00,
Laura Geller,Evergreen,5,,,0,0.00,
Laura Geller,Kijibae,5,,,0,0.00,
Laura Geller,Ami Colé,5,,,0,0.00,
Laura Geller,SortJoy,5,,,0,0.00,
Laura Geller,Branch,5,,,0,0.00,
Laura Geller,"Love, Plants",5,,,0,0.00,
Laura Geller,Zensah,5,,,0,0.00,
Laura Geller,Matador Meggings,5,,,0,0.00,
Laura Geller,DEUX,4,,,0,0.00,
Laura Geller,Ruggish Co.,4,,,0,0.00,
Laura Geller,Billion Dollar Beauty,4,,,0,0.00,
Laura Geller,Sonrei Skin,4,,,0,0.00,
Laura Geller,Mented Cosmetics,4,,,0,0.00,
Laura Geller,Spärkel Beverage Systems,4,,,0,0.00,
Laura Geller,Surely Wines,4,,,0,0.00,
Laura Geller,Altitude Functional Beverages,4,,,0,0.00,
Laura Geller,Nuudii System,4,,,0,0.00,
Laura Geller,ANATOMY®,3,,,0,0.00,
Laura Geller,OOBE BRAND,3,,,0,0.00,
Laura Geller,Glimmer Wish,3,,,0,0.00,
Laura Geller,Munk Pack,3,,,0,0.00,
Laura Geller,sproos!,3,,,0,0.00,
Laura Geller,INBLOOM,3,,,0,0.00,
Laura Geller,Primally Pure,3,,,0,0.00,
Laura Geller,Seamless Lingerie,3,,,0,0.00,
Laura Geller,Kinflyte,3,,,0,0.00,
Laura Geller,Coffee Bros.,2,,,0,0.00,
Laura Geller,inklings baby,2,,,0,0.00,
Laura Geller,Moby Wrap,2,,,0,0.00,
Laura Geller,ZOA Energy,2,,,0,0.00,
Laura Geller,Binto,2,,,0,0.00,
Laura Geller,Just Date,2,,,0,0.00,
Laura Geller,JOI,2,,,0,0.00,
Laura Geller,Baby Delight,1,,,0,0.00,
Laura Geller,NOTO Botanics,1,,,0,0.00,
Laura Geller,Sprout Living,1,,,0,0.00,
Laura Geller,Quitch,1,,,0,0.00,
Laura Geller,SoaPen Inc,1,,,0,0.00,
Laura Geller,Clover by CLOVE + HALLOW,1,,,0,0.00,
Laura Geller,happy being,1,42,20,1,20.00,20000.00000000
Laura Geller,Ellie & Becks,1,,,0,0.00,
Laura Geller,Frog Hollow Farm,1,,,0,0.00,
Laura Geller,Covey Skincare,1,,,0,0.00,
Laura Geller,Explorer Cold Brew,1,,,0,0.00,
Laura Geller,The Plug Drink,1,,,0,0.00,
Laura Geller,eeBoo,1,,,0,0.00,
Laura Geller,Som Sleep,1,,,0,0.00,
Laura Geller,NOMAD Grills,1,,,0,0.00,
Love in Faith,Laura Geller,238261,15,0,450,5100.00,21.40510000
Love in Faith,BlendJet,149560,10,5,1592,13325.00,89.09468000
Love in Faith,Sol de Janeiro,92106,20,10,97,1070.00,11.61705000
Love in Faith,Dr. Squatch,79716,25,1,52,437.00,5.48196000
Love in Faith,Caden Lane,69239,26,15,35,776.00,11.20756000
Love in Faith,Liquid I.V.,48966,35,0,17,350.00,7.14782000
Love in Faith,Yana Sleep,36171,,,0,0.00,
Love in Faith,Moonglow,35179,20,15,2,40.00,1.13704000
Love in Faith,Nodpod,26140,,,0,0.00,
Love in Faith,Ancient Nutrition,25191,25,5,13,225.00,8.93176000
Love in Faith,Shinesty,20644,20,10,4,80.00,3.87522000
Love in Faith,120/Life,20523,,,0,0.00,
Love in Faith,True Classic,20372,45,0,6,90.00,4.41783000
Love in Faith,12|12,18651,,,0,0.00,
Love in Faith,Dollar Shave Club,18008,30,5,23,340.00,18.88050000
Love in Faith,AAVRANI,16598,,,0,0.00,
Love in Faith,MANSCAPED,15613,,,0,0.00,
Love in Faith,Morphe,14516,45,25,9,285.00,19.63351000
Love in Faith,Viori Beauty,10587,15,8,14,161.00,15.20733000
Love in Faith,Tula Skincare,10273,50,0,1,0.00,0.00000000
Love in Faith,Afloral,10015,30,20,1,30.00,2.99551000
Love in Faith,My Medic,9076,80,10,1,80.00,8.81446000
Love in Faith,Airo Collective,8560,,,0,0.00,
Love in Faith,Frog Hollow Farm,8394,,,0,0.00,
Love in Faith,SPONGELLE,8210,20,15,4,70.00,8.52619000
Love in Faith,Glamnetic,8023,30,10,8,160.00,19.94266000
Love in Faith,Vegamour,7829,50,2,3,55.00,7.02516000
Love in Faith,Airsign,6859,,,0,0.00,
Love in Faith,UNTUCKit,6690,40,20,3,100.00,14.94768000
Love in Faith,Licorice,6533,25,0,3,25.00,3.82673000
Love in Faith,Monica & Andy Inc.,6416,,,0,0.00,
Love in Faith,A Kids Co.,5870,,,0,0.00,
Love in Faith,Kopari,5628,35,30,1,30.00,5.33049000
Love in Faith,Wondery,5609,,,0,0.00,
Love in Faith,Alkavida,5451,,,0,0.00,
Love in Faith,LIVELY,5206,35,20,2,70.00,13.44602000
Love in Faith,Beekman 1802,5181,35,10,6,70.00,13.51091000
Love in Faith,Primally Pure,4771,10,0,2,20.00,4.19199000
Love in Faith,Alpyn Beauty,4710,,,0,0.00,
Love in Faith,Petaluma,4441,,,0,0.00,
Love in Faith,Blueland,4431,30,0,4,60.00,13.54096000
Love in Faith,Molekule,4345,,,0,0.00,
Love in Faith,Julep,4196,10,0,6,60.00,14.29933000
Love in Faith,Kosas Cosmetics,4190,15,0,1,15.00,3.57995000
Love in Faith,Altitude Functional Beverages,4102,,,0,0.00,
Love in Faith,Amberjack,4097,,,0,0.00,
Love in Faith,Posh Peanut,3895,20,0,2,20.00,5.13479000
Love in Faith,Twillory,3709,,,0,0.00,
Love in Faith,Tubby Todd Bath Co.,3559,10,0,9,50.00,14.04889000
Love in Faith,Ami Colé,3554,,,0,0.00,
Love in Faith,Pretzels.com,3442,25,0,1,25.00,7.26322000
Love in Faith,Curie,3313,10,5,1,10.00,3.01841000
Love in Faith,Beyond Polish,3163,8,0,1,8.00,2.52924000
Love in Faith,Anyday,3112,,,0,0.00,
Love in Faith,August Uncommon Tea,3047,,,0,0.00,
Love in Faith,Caraway,2766,,,0,0.00,
Love in Faith,Kate Quinn,2729,30,0,1,30.00,10.99304000
Love in Faith,Snuggle Me Organic,2544,,,0,0.00,
Love in Faith,OrnamentallyYou,2441,,,0,0.00,
Love in Faith,Aura Bora,2430,30,10,1,30.00,12.34568000
Love in Faith,Baby Tula,2383,,,0,0.00,
Love in Faith,AVEC,2334,,,0,0.00,
Love in Faith,Baby Delight,2331,,,0,0.00,
Love in Faith,Bad Birdie,2170,,,0,0.00,
Love in Faith,Mario Badescu Skin Care,2125,,,0,0.00,
Love in Faith,Branch,2011,,,0,0.00,
Love in Faith,Little Words Project,2000,15,10,3,35.00,17.50000000
Love in Faith,Dropps,1899,25,5,1,5.00,2.63296000
Love in Faith,jane iredale,1858,20,5,1,5.00,2.69107000
Love in Faith,Tushbaby,1857,18,5,3,54.00,29.07916000
Love in Faith,The HoneyPot,1818,,,0,0.00,
Love in Faith,Baby K'tan,1680,,,0,0.00,
Love in Faith,Bala,1653,,,0,0.00,
Love in Faith,Bask Suncare,1628,,,0,0.00,
Love in Faith,Mented Cosmetics,1620,,,0,0.00,
Love in Faith,Boie USA,1611,,,0,0.00,
Love in Faith,Petunia Pickle Bottom,1482,,,0,0.00,
Love in Faith,BelliWelli,1465,,,0,0.00,
Love in Faith,Buffbunny Collection,1457,12,4,1,12.00,8.23610000
Love in Faith,Siete Foods,1453,,,0,0.00,
Love in Faith,Newton Baby,1422,,,0,0.00,
Love in Faith,Le Mini Macaron,1391,,,0,0.00,
Love in Faith,Kindra,1391,30,5,1,30.00,21.56722000
Love in Faith,Dirty Labs,1381,20,0,1,20.00,14.48226000
Love in Faith,"Dermaclara, LLC",1351,,,0,0.00,
Love in Faith,cbdMD,1288,20,5,1,20.00,15.52795000
Love in Faith,Birthdate Co.,1243,,,0,0.00,
Love in Faith,Bed Babe,1226,,,0,0.00,
Love in Faith,Corpus Naturals,1217,,,0,0.00,
Love in Faith,Bloomscape,1209,,,0,0.00,
Love in Faith,Tini Lux,1207,,,0,0.00,
Love in Faith,Muslin Comfort,1189,75,5,3,15.00,12.61564000
Love in Faith,Outer Aisle,1131,,,0,0.00,
Love in Faith,Better & Better,1117,,,0,0.00,
Love in Faith,GhostBed,1112,,,0,0.00,
Love in Faith,Billion Dollar Beauty,1024,,,0,0.00,
Love in Faith,jot,989,,,0,0.00,
Love in Faith,Bokksu Market,973,,,0,0.00,
Love in Faith,Volcom,968,,,0,0.00,
Love in Faith,ILIA,966,20,20,3,60.00,62.11180000
Love in Faith,Mad Rabbit,894,,,0,0.00,
Love in Faith,Billy Reid,892,,,0,0.00,
Love in Faith,Resist Nutrition,836,,,0,0.00,
Love in Faith,Willow Pumps,830,,,0,0.00,
Love in Faith,wildwonder,830,,,0,0.00,
Love in Faith,ANATOMY®,824,,,0,0.00,
Love in Faith,biom,813,,,0,0.00,
Love in Faith,Dakine,803,,,0,0.00,
Love in Faith,doublesoul,791,50,30,2,60.00,75.85335000
Love in Faith,Dagne Dover,787,,,0,0.00,
Love in Faith,ByHeart,752,,,0,0.00,
Love in Faith,Munk Pack,752,,,0,0.00,
Love in Faith,Thorlos,733,15,5,2,10.00,13.64256000
Love in Faith,Ursa Major,711,30,10,1,9.98,14.03657000
Love in Faith,Bodily,691,,,0,0.00,
Love in Faith,Fable Home,688,,,0,0.00,
Love in Faith,Cadence,684,,,0,0.00,
Love in Faith,MantraBand,682,35,10,2,20.00,29.32551000
Love in Faith,Sunday Citizen,627,,,0,0.00,
Love in Faith,Binto,621,,,0,0.00,
Love in Faith,Bliss,616,,,0,0.00,
Love in Faith,Cali's Books,612,,,0,0.00,
Love in Faith,Body High Body Care,610,,,0,0.00,
Love in Faith,Brightech,601,,,0,0.00,
Love in Faith,Carve Designs,595,,,0,0.00,
Love in Faith,Wildfang,569,,,0,0.00,
Love in Faith,Canopy,554,,,0,0.00,
Love in Faith,Opopop,550,,,0,0.00,
Love in Faith,Nood,546,,,0,0.00,
Love in Faith,Saranoni Luxury Blankets,538,,,0,0.00,
Love in Faith,Coco Moon,537,25,10,1,25.00,46.55493000
Love in Faith,Dr. Motion,527,9,2,1,1.50,2.84630000
Love in Faith,Bushwick Kitchen,519,,,0,0.00,
Love in Faith,Hedley & Bennett,515,,,0,0.00,
Love in Faith,Wolf & Shepherd,506,,,0,0.00,
Love in Faith,Lalabu,502,,,0,0.00,
Love in Faith,CanDo,493,,,0,0.00,
Love in Faith,Lalo,488,,,0,0.00,
Love in Faith,Tower 28 Beauty,486,,,0,0.00,
Love in Faith,eeBoo,476,,,0,0.00,
Love in Faith,California Arts,475,,,0,0.00,
Love in Faith,Dieux Skin,473,2,1,1,2.00,4.22833000
Love in Faith,Avocado Green Mattress,467,,,0,0.00,
Love in Faith,For Days,460,30,15,1,15.00,32.60870000
Love in Faith,Fuse Lenses,455,,,0,0.00,
Love in Faith,Cardon,448,,,0,0.00,
Love in Faith,Gibsonlook,447,,,0,0.00,
Love in Faith,Calin,436,,,0,0.00,
Love in Faith,The CrunchCup,414,,,0,0.00,
Love in Faith,Create,411,,,0,0.00,
Love in Faith,INH Hair,406,,,0,0.00,
Love in Faith,Captain Blankenship,399,,,0,0.00,
Love in Faith,Moby Wrap,396,,,0,0.00,
Love in Faith,Homesick Candles,394,,,0,0.00,
Love in Faith,Winky Lux,387,22,11,1,22.00,56.84755000
Love in Faith,Golde,382,,,0,0.00,
Love in Faith,Divya's,380,,,0,0.00,
Love in Faith,DEUX,374,,,0,0.00,
Love in Faith,True Botanicals,366,,,0,0.00,
Love in Faith,Common Era Jewelry,366,,,0,0.00,
Love in Faith,Girlfriend Collective,365,,,0,0.00,
Love in Faith,Solly Baby,362,,,0,0.00,
Love in Faith,Ritual Zero Proof,361,,,0,0.00,
Love in Faith,Electric Picks Jewelry,352,30,15,1,15.00,42.61364000
Love in Faith,Clover by CLOVE + HALLOW,346,,,0,0.00,
Love in Faith,Character Home,338,,,0,0.00,
Love in Faith,ezpz,336,,,0,0.00,
Love in Faith,Coterie,325,,,0,0.00,
Love in Faith,Kortni Jeane,318,,,0,0.00,
Love in Faith,Crown Affair,317,,,0,0.00,
Love in Faith,Serenity Kids,317,,,0,0.00,
Love in Faith,Clean Age,308,,,0,0.00,
Love in Faith,Bare Performance Nutrition,304,,,0,0.00,
Love in Faith,Maverick & Co.,302,,,0,0.00,
Love in Faith,Kinflyte,297,,,0,0.00,
Love in Faith,Snowyskin,296,,,0,0.00,
Love in Faith,Coffee Bros.,295,,,0,0.00,
Love in Faith,LuminAID,292,,,0,0.00,
Love in Faith,Compass Coffee,277,,,0,0.00,
Love in Faith,Spärkel Beverage Systems,274,,,0,0.00,
Love in Faith,Native Pet,274,,,0,0.00,
Love in Faith,Consciously Baby,265,,,0,0.00,
Love in Faith,Gathre,260,,,0,0.00,
Love in Faith,Siblings,256,,,0,0.00,
Love in Faith,Vacation®,253,,,0,0.00,
Love in Faith,Otteroo,251,,,0,0.00,
Love in Faith,Explorer Cold Brew,247,,,0,0.00,
Love in Faith,Hydrant,245,,,0,0.00,
Love in Faith,Oars + Alps,243,,,0,0.00,
Love in Faith,Distil Union,242,,,0,0.00,
Love in Faith,BAZZAAL INC,237,,,0,0.00,
Love in Faith,zing bars,232,,,0,0.00,
Love in Faith,eyebobs,229,,,0,0.00,
Love in Faith,D.S. & Durga,226,,,0,0.00,
Love in Faith,Kosterina,225,50,5,1,5.00,22.22222000
Love in Faith,JACK HENRY,222,,,0,0.00,
Love in Faith,Once Upon a Farm,221,,,0,0.00,
Love in Faith,Dreamland Baby,220,,,0,0.00,
Love in Faith,CoverFX,219,,,0,0.00,
Love in Faith,SeaVees,217,,,0,0.00,
Love in Faith,SolaWave,213,,,0,0.00,
Love in Faith,INTO THE AM,212,20,10,1,10.00,47.16981000
Love in Faith,beam,212,,,0,0.00,
Love in Faith,Nanit,208,,,0,0.00,
Love in Faith,ettitude,204,,,0,0.00,
Love in Faith,Elegant Baby,199,,,0,0.00,
Love in Faith,Doré,198,,,0,0.00,
Love in Faith,Oradina,193,,,0,0.00,
Love in Faith,Esker,190,,,0,0.00,
Love in Faith,woolino,189,,,0,0.00,
Love in Faith,Bear Balanced,189,,,0,0.00,
Love in Faith,Giapenta,189,,,0,0.00,
Love in Faith,Felix Gray,185,,,0,0.00,
Love in Faith,Konny,185,,,0,0.00,
Love in Faith,Juna,183,,,0,0.00,
Love in Faith,JOI,180,,,0,0.00,
Love in Faith,Zonarch,179,,,0,0.00,
Love in Faith,Softies,179,,,0,0.00,
Love in Faith,Karma Nuts,177,,,0,0.00,
Love in Faith,Manduka,175,,,0,0.00,
Love in Faith,Dr Sari's Lunar Sync,171,,,0,0.00,
Love in Faith,good light,168,,,0,0.00,
Love in Faith,Ellie & Becks,163,,,0,0.00,
Love in Faith,EVER Skincare,163,,,0,0.00,
Love in Faith,esmi Skin Minerals,162,,,0,0.00,
Love in Faith,Spice Tribe,157,,,0,0.00,
Love in Faith,EGG New York,154,,,0,0.00,
Love in Faith,FullWell,152,,,0,0.00,
Love in Faith,Moon Pals,148,,,0,0.00,
Love in Faith,iota,148,,,0,0.00,
Love in Faith,Dryft Sleep,147,,,0,0.00,
Love in Faith,TriLASTIN,145,,,0,0.00,
Love in Faith,Le Monde Gourmand,141,,,0,0.00,
Love in Faith,ELVY Lab,134,,,0,0.00,
Love in Faith,NOTO Botanics,134,,,0,0.00,
Love in Faith,Natalist Co.,133,,,0,0.00,
Love in Faith,Modern Picnic,133,,,0,0.00,
Love in Faith,Ponto Footwear,133,,,0,0.00,
Love in Faith,INBLOOM,132,,,0,0.00,
Love in Faith,Evergreen,129,,,0,0.00,
Love in Faith,Spyder,128,,,0,0.00,
Love in Faith,happy being,125,,,0,0.00,
Love in Faith,epi.logic,123,,,0,0.00,
Love in Faith,Nala Care,123,,,0,0.00,
Love in Faith,Koio,121,,,0,0.00,
Love in Faith,Evereden,121,,,0,0.00,
Love in Faith,Trace Minerals,120,20,10,1,10.00,83.33333000
Love in Faith,Just Date,119,,,0,0.00,
Love in Faith,Black Wolf Nation,118,,,0,0.00,
Love in Faith,Love Your Melon,117,,,0,0.00,
Love in Faith,Winged Wellness,116,,,0,0.00,
Love in Faith,Sijo,116,,,0,0.00,
Love in Faith,M.M.LaFleur,115,,,0,0.00,
Love in Faith,ZOA Energy,115,,,0,0.00,
Love in Faith,The Plug Drink,115,,,0,0.00,
Love in Faith,Finn + Emma,114,,,0,0.00,
Love in Faith,Tia Lupita,113,,,0,0.00,
Love in Faith,Green Paper Products,112,,,0,0.00,
Love in Faith,Flying Embers,107,,,0,0.00,
Love in Faith,Jolie,107,,,0,0.00,
Love in Faith,Giften Market,105,,,0,0.00,
Love in Faith,IVL Collective,105,,,0,0.00,
Love in Faith,Estella,103,,,0,0.00,
Love in Faith,Nuudii System,101,,,0,0.00,
Love in Faith,Food Huggers,100,,,0,0.00,
Love in Faith,Fresh Peaches,99,,,0,0.00,
Love in Faith,Needed,96,,,0,0.00,
Love in Faith,Modern Fuel,96,,,0,0.00,
Love in Faith,Seoul Ceuticals,89,,,0,0.00,
Love in Faith,Gooselings,88,,,0,0.00,
Love in Faith,Haand Inc,87,,,0,0.00,
Love in Faith,HATCH,85,,,0,0.00,
Love in Faith,vitruvi,85,,,0,0.00,
Love in Faith,Surely Wines,83,,,0,0.00,
Love in Faith,Las Jaras Wines,82,,,0,0.00,
Love in Faith,Haus of Brilliance,81,,,0,0.00,
Love in Faith,Botanical Bones,81,,,0,0.00,
Love in Faith,SACHEU Beauty,81,,,0,0.00,
Love in Faith,Inamorata,78,,,0,0.00,
Love in Faith,BOLDE,77,,,0,0.00,
Love in Faith,My Girl Wellness,76,,,0,0.00,
Love in Faith,KA! Empathogenics,75,,,0,0.00,
Love in Faith,ieró Beauty™,75,,,0,0.00,
Love in Faith,Leeway Home,73,,,0,0.00,
Love in Faith,Highline Wellness,72,,,0,0.00,
Love in Faith,Safari Ltd,72,,,0,0.00,
Love in Faith,Bright Cellars,71,,,0,0.00,
Love in Faith,Glimmer Wish,71,,,0,0.00,
Love in Faith,Joanna Vargas Skincare,71,,,0,0.00,
Love in Faith,Beginning Boutique,68,,,0,0.00,
Love in Faith,NOMAD Grills,68,,,0,0.00,
Love in Faith,Som Sleep,66,,,0,0.00,
Love in Faith,Sunfood Superfoods,63,,,0,0.00,
Love in Faith,Lollipetals,62,,,0,0.00,
Love in Faith,Seafolly Australia,62,,,0,0.00,
Love in Faith,Out of the Woods,60,,,0,0.00,
Love in Faith,Matador Meggings,59,,,0,0.00,
Love in Faith,SortJoy,59,,,0,0.00,
Love in Faith,Thousand Fell,59,,,0,0.00,
Love in Faith,Popadelics,58,,,0,0.00,
Love in Faith,Revolution Cooking,57,,,0,0.00,
Love in Faith,Ruggish Co.,57,,,0,0.00,
Love in Faith,QALO,55,7,4,1,7.10,129.09091000
Love in Faith,LINHART NYC,55,,,0,0.00,
Love in Faith,LightWater Skin,55,,,0,0.00,
Love in Faith,Year & Day,55,,,0,0.00,
Love in Faith,"Love, Plants",54,,,0,0.00,
Love in Faith,Rains,54,,,0,0.00,
Love in Faith,Seamless Lingerie,54,,,0,0.00,
Love in Faith,inklings baby,53,,,0,0.00,
Love in Faith,Luca Faloni,52,,,0,0.00,
Love in Faith,SENREVE,52,,,0,0.00,
Love in Faith,Caramels.com,51,,,0,0.00,
Love in Faith,Why and Whale,50,,,0,0.00,
Love in Faith,Ry & Pen,49,,,0,0.00,
Love in Faith,MORI,49,,,0,0.00,
Love in Faith,Clevr Blends,48,,,0,0.00,
Love in Faith,Milton & Goose,48,,,0,0.00,
Love in Faith,MAXPRO Fitness,48,,,0,0.00,
Love in Faith,Cleverman,48,,,0,0.00,
Love in Faith,Firebelly Tea,47,,,0,0.00,
Love in Faith,Sprout Living,46,,,0,0.00,
Love in Faith,Oeuf,46,,,0,0.00,
Love in Faith,Raw Botanics,44,,,0,0.00,
Love in Faith,Oat Mama,43,,,0,0.00,
Love in Faith,OOBE BRAND,42,,,0,0.00,
Love in Faith,NOT!CE Hair Co,41,,,0,0.00,
Love in Faith,Red Racer Books,41,,,0,0.00,
Love in Faith,Myles,41,,,0,0.00,
Love in Faith,SoaPen Inc,41,,,0,0.00,
Love in Faith,Blessed Be Magick,39,,,0,0.00,
Love in Faith,Nutshell Coolers,38,,,0,0.00,
Love in Faith,FRANC,38,,,0,0.00,
Love in Faith,Wren + Glory,36,,,0,0.00,
Love in Faith,Rif Care,35,,,0,0.00,
Love in Faith,Uncharted Coffee Supply,32,,,0,0.00,
Love in Faith,Divi,32,,,0,0.00,
Love in Faith,Verdant Lyfe,31,,,0,0.00,
Love in Faith,Salio,30,,,0,0.00,
Love in Faith,Dope Dog,29,,,0,0.00,
Love in Faith,Paperclip,28,,,0,0.00,
Love in Faith,Quitch,28,,,0,0.00,
Love in Faith,neoNutritions,25,,,0,0.00,
Love in Faith,Storq,25,,,0,0.00,
Love in Faith,Droplette,25,,,0,0.00,
Love in Faith,True Made Foods,25,,,0,0.00,
Love in Faith,Nampons LLC,24,,,0,0.00,
Love in Faith,StackedSkincare,23,,,0,0.00,
Love in Faith,Tinto Amorio,22,,,0,0.00,
Love in Faith,sproos!,20,,,0,0.00,
Love in Faith,Sonic Power,20,,,0,0.00,
Love in Faith,Sonrei Skin,18,,,0,0.00,
Love in Faith,TUSOL Wellness,15,,,0,0.00,
Love in Faith,Fasteak,15,,,0,0.00,
Love in Faith,EXOH,13,,,0,0.00,
Love in Faith,Feel Goods,12,,,0,0.00,
Love in Faith,Dame,11,,,0,0.00,
Love in Faith,Hello Bello,9,,,0,0.00,
Love in Faith,Alpha-H,9,,,0,0.00,
Love in Faith,Just Human,8,,,0,0.00,
Love in Faith,Leath,8,,,0,0.00,
Love in Faith,ILYSM,7,,,0,0.00,
Love in Faith,Joyja,7,,,0,0.00,
Love in Faith,kencko,7,,,0,0.00,
Love in Faith,Kabrita,7,,,0,0.00,
Love in Faith,Les Belles,6,,,0,0.00,
Love in Faith,Kahlmi,6,,,0,0.00,
Love in Faith,La V'rose Skincare,6,,,0,0.00,
Love in Faith,July A/C,6,,,0,0.00,
Love in Faith,Level Select CBD,4,,,0,0.00,
Love in Faith,Natemia,4,,,0,0.00,
Love in Faith,Llama Naturals,4,,,0,0.00,
Love in Faith,Foria,4,,,0,0.00,
Love in Faith,NEIWAI,3,,,0,0.00,
Love in Faith,Manukora,3,,,0,0.00,
Love in Faith,Magic Mind,3,,,0,0.00,
Love in Faith,Lillebaby,3,,,0,0.00,
Love in Faith,More Shower SPACE,2,,,0,0.00,
Love in Faith,Social CBD,2,,,0,0.00,
Love in Faith,Smith Teamaker,2,,,0,0.00,
Love in Faith,Probulin,2,,,0,0.00,
Love in Faith,RIND Snacks,2,,,0,0.00,
Love in Faith,Pink Stork,2,,,0,0.00,
Love in Faith,Nurture&,2,,,0,0.00,
Love in Faith,Porter Road,2,,,0,0.00,
Love in Faith,SAYSO,2,,,0,0.00,
Love in Faith,Myro,2,,,0,0.00,
Love in Faith,Plum Deluxe Tea,2,,,0,0.00,
Love in Faith,MUD\WTR,2,,,0,0.00,
Love in Faith,Hello Cake,2,,,0,0.00,
Love in Faith,Porto's Bake at Home,2,,,0,0.00,
Love in Faith,rmdy,2,,,0,0.00,
Love in Faith,Pendrell,2,,,0,0.00,
Love in Faith,Rags,2,,,0,0.00,
Love in Faith,Moku Foods,2,,,0,0.00,
Love in Faith,Remi,2,,,0,0.00,
Love in Faith,Prima,1,,,0,0.00,
Love in Faith,SureThik,1,,,0,0.00,
Love in Faith,Three Ships,1,,,0,0.00,
Love in Faith,Terra Kaffe,1,,,0,0.00,
Love in Faith,West & Willow,1,,,0,0.00,
Love in Faith,Vous Vitamin,1,,,0,0.00,
Love in Faith,West Chop Co,1,,,0,0.00,
Love in Faith,Tiege Hanley,1,,,0,0.00,
Love in Faith,Wolf Project,1,,,0,0.00,
